CO2,year,month,week,quarter,day_of_week
8.725,1930,3,14,1,Monday
8.567499999999999,1930,4,18,2,Wednesday
8.41,1930,5,22,2,Saturday
8.2525,1930,6,27,2,Monday
8.094999999999999,1930,7,31,3,Thursday
7.9375,1930,8,35,3,Sunday
7.78,1930,9,40,3,Tuesday
7.6225000000000005,1930,10,44,4,Friday
7.465,1930,11,48,4,Sunday
7.3075,1930,12,1,4,Wednesday
7.15,1931,1,5,1,Saturday
7.098333333333334,1931,2,9,1,Saturday
7.046666666666667,1931,3,14,1,Tuesday
6.995,1931,4,18,2,Thursday
6.943333333333333,1931,5,22,2,Sunday
6.891666666666667,1931,6,27,2,Tuesday
6.84,1931,7,31,3,Friday
6.788333333333334,1931,8,36,3,Monday
6.736666666666667,1931,9,40,3,Wednesday
6.6850000000000005,1931,10,44,4,Saturday
6.633333333333334,1931,11,49,4,Monday
6.581666666666667,1931,12,53,4,Thursday
6.53,1932,1,4,1,Sunday
6.5183333333333335,1932,2,9,1,Monday
6.506666666666667,1932,3,13,1,Thursday
6.495,1932,4,17,2,Saturday
6.483333333333333,1932,5,22,2,Tuesday
6.471666666666667,1932,6,26,2,Thursday
6.46,1932,7,30,3,Sunday
6.448333333333333,1932,8,35,3,Wednesday
6.4366666666666665,1932,9,39,3,Friday
6.425,1932,10,44,4,Monday
6.413333333333333,1932,11,48,4,Wednesday
6.401666666666666,1932,12,52,4,Saturday
6.39,1933,1,5,1,Tuesday
6.464166666666666,1933,2,9,1,Tuesday
6.538333333333333,1933,3,13,1,Friday
6.6125,1933,4,17,2,Sunday
6.6866666666666665,1933,5,22,2,Wednesday
6.760833333333333,1933,6,26,2,Friday
6.835,1933,7,31,3,Monday
6.909166666666667,1933,8,35,3,Thursday
6.983333333333333,1933,9,39,3,Saturday
7.0575,1933,10,44,4,Tuesday
7.131666666666667,1933,11,48,4,Thursday
7.2058333333333335,1933,12,52,4,Sunday
7.28,1934,1,5,1,Wednesday
7.265833333333333,1934,2,9,1,Wednesday
7.251666666666667,1934,3,13,1,Saturday
7.237500000000001,1934,4,18,2,Monday
7.223333333333334,1934,5,22,2,Thursday
7.2091666666666665,1934,6,26,2,Saturday
7.195,1934,7,31,3,Tuesday
7.180833333333334,1934,8,35,3,Friday
7.166666666666667,1934,9,39,3,Sunday
7.1525,1934,10,44,4,Wednesday
7.138333333333334,1934,11,48,4,Friday
7.124166666666667,1934,12,1,4,Monday
7.11,1935,1,5,1,Thursday
7.159166666666667,1935,2,9,1,Thursday
7.208333333333334,1935,3,13,1,Sunday
7.2575,1935,4,18,2,Tuesday
7.306666666666667,1935,5,22,2,Friday
7.355833333333334,1935,6,26,2,Sunday
7.405,1935,7,31,3,Wednesday
7.454166666666667,1935,8,35,3,Saturday
7.503333333333334,1935,9,40,3,Monday
7.5525,1935,10,44,4,Thursday
7.601666666666667,1935,11,48,4,Saturday
7.650833333333334,1935,12,1,4,Tuesday
7.7,1936,1,5,1,Friday
7.7475000000000005,1936,2,9,1,Saturday
7.795,1936,3,14,1,Tuesday
7.8425,1936,4,18,2,Thursday
7.89,1936,5,22,2,Sunday
7.9375,1936,6,27,2,Tuesday
7.984999999999999,1936,7,31,3,Friday
8.0325,1936,8,36,3,Monday
8.08,1936,9,40,3,Wednesday
8.1275,1936,10,44,4,Saturday
8.174999999999999,1936,11,49,4,Monday
8.2225,1936,12,53,4,Thursday
8.27,1937,1,4,1,Sunday
8.205833333333333,1937,2,8,1,Sunday
8.141666666666666,1937,3,13,1,Wednesday
8.0775,1937,4,17,2,Friday
8.013333333333334,1937,5,22,2,Monday
7.949166666666667,1937,6,26,2,Wednesday
7.885,1937,7,30,3,Saturday
7.820833333333333,1937,8,35,3,Tuesday
7.756666666666667,1937,9,39,3,Thursday
7.6925,1937,10,43,4,Sunday
7.628333333333333,1937,11,48,4,Tuesday
7.564166666666667,1937,12,52,4,Friday
7.5,1938,1,5,1,Monday
7.5625,1938,2,9,1,Monday
7.625,1938,3,13,1,Thursday
7.6875,1938,4,17,2,Saturday
7.75,1938,5,22,2,Tuesday
7.8125,1938,6,26,2,Thursday
7.875,1938,7,30,3,Sunday
7.9375,1938,8,35,3,Wednesday
8.0,1938,9,39,3,Friday
8.0625,1938,10,44,4,Monday
8.125,1938,11,48,4,Wednesday
8.1875,1938,12,52,4,Saturday
8.25,1939,1,5,1,Tuesday
8.34,1939,2,9,1,Tuesday
8.43,1939,3,13,1,Friday
8.52,1939,4,17,2,Sunday
8.61,1939,5,22,2,Wednesday
8.7,1939,6,26,2,Friday
8.79,1939,7,31,3,Monday
8.88,1939,8,35,3,Thursday
8.97,1939,9,39,3,Saturday
9.06,1939,10,44,4,Tuesday
9.15,1939,11,48,4,Thursday
9.24,1939,12,52,4,Sunday
9.33,1940,1,5,1,Wednesday
9.4025,1940,2,9,1,Thursday
9.475,1940,3,13,1,Sunday
9.5475,1940,4,18,2,Tuesday
9.62,1940,5,22,2,Friday
9.692499999999999,1940,6,26,2,Sunday
9.765,1940,7,31,3,Wednesday
9.8375,1940,8,35,3,Saturday
9.91,1940,9,40,3,Monday
9.9825,1940,10,44,4,Thursday
10.055,1940,11,48,4,Saturday
10.1275,1940,12,1,4,Tuesday
10.2,1941,1,5,1,Friday
10.266666666666666,1941,2,9,1,Friday
10.333333333333332,1941,3,14,1,Monday
10.399999999999999,1941,4,18,2,Wednesday
10.466666666666667,1941,5,22,2,Saturday
10.533333333333333,1941,6,27,2,Monday
10.6,1941,7,31,3,Thursday
10.666666666666666,1941,8,35,3,Sunday
10.733333333333333,1941,9,40,3,Tuesday
10.8,1941,10,44,4,Friday
10.866666666666667,1941,11,48,4,Sunday
10.933333333333334,1941,12,1,4,Wednesday
11.0,1942,1,5,1,Saturday
11.033333333333333,1942,2,9,1,Saturday
11.066666666666666,1942,3,14,1,Tuesday
11.1,1942,4,18,2,Thursday
11.133333333333333,1942,5,22,2,Sunday
11.166666666666666,1942,6,27,2,Tuesday
11.2,1942,7,31,3,Friday
11.233333333333334,1942,8,36,3,Monday
11.266666666666667,1942,9,40,3,Wednesday
11.3,1942,10,44,4,Saturday
11.333333333333334,1942,11,49,4,Monday
11.366666666666667,1942,12,53,4,Thursday
11.4,1943,1,4,1,Sunday
11.408333333333333,1943,2,8,1,Sunday
11.416666666666668,1943,3,13,1,Wednesday
11.425,1943,4,17,2,Friday
11.433333333333334,1943,5,22,2,Monday
11.441666666666666,1943,6,26,2,Wednesday
11.45,1943,7,30,3,Saturday
11.458333333333334,1943,8,35,3,Tuesday
11.466666666666667,1943,9,39,3,Thursday
11.475,1943,10,43,4,Sunday
11.483333333333334,1943,11,48,4,Tuesday
11.491666666666667,1943,12,52,4,Friday
11.5,1944,1,5,1,Monday
11.416666666666666,1944,2,9,1,Tuesday
11.333333333333334,1944,3,13,1,Friday
11.25,1944,4,17,2,Sunday
11.166666666666666,1944,5,22,2,Wednesday
11.083333333333334,1944,6,26,2,Friday
11.0,1944,7,31,3,Monday
10.916666666666666,1944,8,35,3,Thursday
10.833333333333334,1944,9,39,3,Saturday
10.75,1944,10,44,4,Tuesday
10.666666666666666,1944,11,48,4,Thursday
10.583333333333334,1944,12,52,4,Sunday
10.5,1945,1,5,1,Wednesday
10.541666666666666,1945,2,9,1,Wednesday
10.583333333333334,1945,3,13,1,Saturday
10.625,1945,4,18,2,Monday
10.666666666666666,1945,5,22,2,Thursday
10.708333333333334,1945,6,26,2,Saturday
10.75,1945,7,31,3,Tuesday
10.791666666666666,1945,8,35,3,Friday
10.833333333333334,1945,9,39,3,Sunday
10.875,1945,10,44,4,Wednesday
10.916666666666666,1945,11,48,4,Friday
10.958333333333334,1945,12,1,4,Monday
11.0,1946,1,5,1,Thursday
11.016666666666666,1946,2,9,1,Thursday
11.033333333333333,1946,3,13,1,Sunday
11.05,1946,4,18,2,Tuesday
11.066666666666666,1946,5,22,2,Friday
11.083333333333332,1946,6,26,2,Sunday
11.1,1946,7,31,3,Wednesday
11.116666666666667,1946,8,35,3,Saturday
11.133333333333333,1946,9,40,3,Monday
11.149999999999999,1946,10,44,4,Thursday
11.166666666666666,1946,11,48,4,Saturday
11.183333333333334,1946,12,1,4,Tuesday
11.2,1947,1,5,1,Friday
11.274999999999999,1947,2,9,1,Friday
11.35,1947,3,14,1,Monday
11.424999999999999,1947,4,18,2,Wednesday
11.5,1947,5,22,2,Saturday
11.575,1947,6,27,2,Monday
11.649999999999999,1947,7,31,3,Thursday
11.725,1947,8,35,3,Sunday
11.799999999999999,1947,9,40,3,Tuesday
11.875,1947,10,44,4,Friday
11.95,1947,11,48,4,Sunday
12.025,1947,12,1,4,Wednesday
12.1,1948,1,5,1,Saturday
11.991666666666667,1948,2,9,1,Sunday
11.883333333333333,1948,3,14,1,Wednesday
11.775,1948,4,18,2,Friday
11.666666666666666,1948,5,23,2,Monday
11.558333333333334,1948,6,27,2,Wednesday
11.45,1948,7,31,3,Saturday
11.341666666666667,1948,8,36,3,Tuesday
11.233333333333334,1948,9,40,3,Thursday
11.125,1948,10,44,4,Sunday
11.016666666666667,1948,11,49,4,Tuesday
10.908333333333335,1948,12,53,4,Friday
10.8,1949,1,5,1,Monday
10.833333333333334,1949,2,9,1,Monday
10.866666666666667,1949,3,13,1,Thursday
10.9,1949,4,17,2,Saturday
10.933333333333334,1949,5,22,2,Tuesday
10.966666666666667,1949,6,26,2,Thursday
11.0,1949,7,30,3,Sunday
11.033333333333333,1949,8,35,3,Wednesday
11.066666666666666,1949,9,39,3,Friday
11.1,1949,10,44,4,Monday
11.133333333333333,1949,11,48,4,Wednesday
11.166666666666666,1949,12,52,4,Saturday
11.2,1950,1,5,1,Tuesday
11.225,1950,2,9,1,Tuesday
11.25,1950,3,13,1,Friday
11.274999999999999,1950,4,17,2,Sunday
11.299999999999999,1950,5,22,2,Wednesday
11.325,1950,6,26,2,Friday
11.35,1950,7,31,3,Monday
11.375,1950,8,35,3,Thursday
11.4,1950,9,39,3,Saturday
11.425,1950,10,44,4,Tuesday
11.45,1950,11,48,4,Thursday
11.475,1950,12,52,4,Sunday
11.5,1951,1,5,1,Wednesday
11.458333333333334,1951,2,9,1,Wednesday
11.416666666666666,1951,3,13,1,Saturday
11.375,1951,4,18,2,Monday
11.333333333333334,1951,5,22,2,Thursday
11.291666666666666,1951,6,26,2,Saturday
11.25,1951,7,31,3,Tuesday
11.208333333333334,1951,8,35,3,Friday
11.166666666666666,1951,9,39,3,Sunday
11.125,1951,10,44,4,Wednesday
11.083333333333334,1951,11,48,4,Friday
11.041666666666666,1951,12,1,4,Monday
11.0,1952,1,5,1,Thursday
10.983333333333334,1952,2,9,1,Friday
10.966666666666667,1952,3,14,1,Monday
10.95,1952,4,18,2,Wednesday
10.933333333333334,1952,5,22,2,Saturday
10.916666666666668,1952,6,27,2,Monday
10.9,1952,7,31,3,Thursday
10.883333333333333,1952,8,35,3,Sunday
10.866666666666667,1952,9,40,3,Tuesday
10.850000000000001,1952,10,44,4,Friday
10.833333333333334,1952,11,48,4,Sunday
10.816666666666666,1952,12,1,4,Wednesday
10.8,1953,1,5,1,Saturday
10.791666666666668,1953,2,9,1,Saturday
10.783333333333333,1953,3,14,1,Tuesday
10.775,1953,4,18,2,Thursday
10.766666666666667,1953,5,22,2,Sunday
10.758333333333333,1953,6,27,2,Tuesday
10.75,1953,7,31,3,Friday
10.741666666666667,1953,8,36,3,Monday
10.733333333333333,1953,9,40,3,Wednesday
10.725,1953,10,44,4,Saturday
10.716666666666667,1953,11,49,4,Monday
10.708333333333332,1953,12,53,4,Thursday
10.7,1954,1,4,1,Sunday
10.708333333333332,1954,2,8,1,Sunday
10.716666666666667,1954,3,13,1,Wednesday
10.725,1954,4,17,2,Friday
10.733333333333333,1954,5,22,2,Monday
10.741666666666667,1954,6,26,2,Wednesday
10.75,1954,7,30,3,Saturday
10.758333333333333,1954,8,35,3,Tuesday
10.766666666666667,1954,9,39,3,Thursday
10.775,1954,10,43,4,Sunday
10.783333333333333,1954,11,48,4,Tuesday
10.791666666666668,1954,12,52,4,Friday
10.8,1955,1,5,1,Monday
10.875,1955,2,9,1,Monday
10.950000000000001,1955,3,13,1,Thursday
11.025,1955,4,17,2,Saturday
11.1,1955,5,22,2,Tuesday
11.175,1955,6,26,2,Thursday
11.25,1955,7,30,3,Sunday
11.325,1955,8,35,3,Wednesday
11.4,1955,9,39,3,Friday
11.475,1955,10,44,4,Monday
11.549999999999999,1955,11,48,4,Wednesday
11.625,1955,12,52,4,Saturday
11.7,1956,1,5,1,Tuesday
11.641666666666666,1956,2,9,1,Wednesday
11.583333333333332,1956,3,13,1,Saturday
11.524999999999999,1956,4,18,2,Monday
11.466666666666667,1956,5,22,2,Thursday
11.408333333333333,1956,6,26,2,Saturday
11.35,1956,7,31,3,Tuesday
11.291666666666666,1956,8,35,3,Friday
11.233333333333333,1956,9,39,3,Sunday
11.175,1956,10,44,4,Wednesday
11.116666666666667,1956,11,48,4,Friday
11.058333333333334,1956,12,1,4,Monday
11.0,1957,1,5,1,Thursday
10.975,1957,2,9,1,Thursday
10.95,1957,3,13,1,Sunday
10.925,1957,4,18,2,Tuesday
10.9,1957,5,22,2,Friday
10.875,1957,6,26,2,Sunday
10.85,1957,7,31,3,Wednesday
10.825,1957,8,35,3,Saturday
10.799999999999999,1957,9,40,3,Monday
10.774999999999999,1957,10,44,4,Thursday
10.75,1957,11,48,4,Saturday
10.725,1957,12,1,4,Tuesday
10.7,1958,1,5,1,Friday
10.683333333333334,1958,2,9,1,Friday
10.666666666666666,1958,3,14,1,Monday
10.649999999999999,1958,4,18,2,Wednesday
10.633333333333333,1958,5,22,2,Saturday
10.616666666666667,1958,6,27,2,Monday
10.6,1958,7,31,3,Thursday
10.583333333333332,1958,8,35,3,Sunday
10.566666666666666,1958,9,40,3,Tuesday
10.55,1958,10,44,4,Friday
10.533333333333333,1958,11,48,4,Sunday
10.516666666666666,1958,12,1,4,Wednesday
10.5,1959,1,5,1,Saturday
10.525,1959,2,9,1,Saturday
10.55,1959,3,14,1,Tuesday
10.575,1959,4,18,2,Thursday
10.6,1959,5,22,2,Sunday
10.625,1959,6,27,2,Tuesday
10.65,1959,7,31,3,Friday
10.675,1959,8,36,3,Monday
10.700000000000001,1959,9,40,3,Wednesday
10.725000000000001,1959,10,44,4,Saturday
10.75,1959,11,49,4,Monday
10.775,1959,12,53,4,Thursday
10.8,1960,1,4,1,Sunday
10.783333333333333,1960,2,9,1,Monday
10.766666666666667,1960,3,13,1,Thursday
10.75,1960,4,17,2,Saturday
10.733333333333334,1960,5,22,2,Tuesday
10.716666666666667,1960,6,26,2,Thursday
10.7,1960,7,30,3,Sunday
10.683333333333334,1960,8,35,3,Wednesday
10.666666666666666,1960,9,39,3,Friday
10.65,1960,10,44,4,Monday
10.633333333333333,1960,11,48,4,Wednesday
10.616666666666667,1960,12,52,4,Saturday
10.6,1961,1,5,1,Tuesday
10.641666666666666,1961,2,9,1,Tuesday
10.683333333333334,1961,3,13,1,Friday
10.725,1961,4,17,2,Sunday
10.766666666666666,1961,5,22,2,Wednesday
10.808333333333334,1961,6,26,2,Friday
10.85,1961,7,31,3,Monday
10.891666666666666,1961,8,35,3,Thursday
10.933333333333334,1961,9,39,3,Saturday
10.975,1961,10,44,4,Tuesday
11.016666666666666,1961,11,48,4,Thursday
11.058333333333334,1961,12,52,4,Sunday
11.1,1962,1,5,1,Wednesday
11.1,1962,2,9,1,Wednesday
11.1,1962,3,13,1,Saturday
11.1,1962,4,18,2,Monday
11.1,1962,5,22,2,Thursday
11.1,1962,6,26,2,Saturday
11.1,1962,7,31,3,Tuesday
11.1,1962,8,35,3,Friday
11.1,1962,9,39,3,Sunday
11.1,1962,10,44,4,Wednesday
11.1,1962,11,48,4,Friday
11.1,1962,12,1,4,Monday
11.1,1963,1,5,1,Thursday
11.2,1963,2,9,1,Thursday
11.3,1963,3,13,1,Sunday
11.4,1963,4,18,2,Tuesday
11.5,1963,5,22,2,Friday
11.6,1963,6,26,2,Sunday
11.7,1963,7,31,3,Wednesday
11.8,1963,8,35,3,Saturday
11.9,1963,9,40,3,Monday
12.0,1963,10,44,4,Thursday
12.100000000000001,1963,11,48,4,Saturday
12.200000000000001,1963,12,1,4,Tuesday
12.3,1964,1,5,1,Friday
12.341666666666667,1964,2,9,1,Saturday
12.383333333333335,1964,3,14,1,Tuesday
12.425,1964,4,18,2,Thursday
12.466666666666667,1964,5,22,2,Sunday
12.508333333333335,1964,6,27,2,Tuesday
12.55,1964,7,31,3,Friday
12.591666666666667,1964,8,36,3,Monday
12.633333333333335,1964,9,40,3,Wednesday
12.675,1964,10,44,4,Saturday
12.716666666666667,1964,11,49,4,Monday
12.758333333333335,1964,12,53,4,Thursday
12.8,1965,1,4,1,Sunday
12.808333333333334,1965,2,8,1,Sunday
12.816666666666666,1965,3,13,1,Wednesday
12.825000000000001,1965,4,17,2,Friday
12.833333333333334,1965,5,22,2,Monday
12.841666666666667,1965,6,26,2,Wednesday
12.850000000000001,1965,7,30,3,Saturday
12.858333333333334,1965,8,35,3,Tuesday
12.866666666666667,1965,9,39,3,Thursday
12.875,1965,10,43,4,Sunday
12.883333333333333,1965,11,48,4,Tuesday
12.891666666666667,1965,12,52,4,Friday
12.9,1966,1,5,1,Monday
12.975,1966,2,9,1,Monday
13.05,1966,3,13,1,Thursday
13.125,1966,4,17,2,Saturday
13.200000000000001,1966,5,22,2,Tuesday
13.275,1966,6,26,2,Thursday
13.350000000000001,1966,7,30,3,Sunday
13.425,1966,8,35,3,Wednesday
13.5,1966,9,39,3,Friday
13.575000000000001,1966,10,44,4,Monday
13.65,1966,11,48,4,Wednesday
13.725000000000001,1966,12,52,4,Saturday
13.8,1967,1,5,1,Tuesday
13.866666666666667,1967,2,9,1,Tuesday
13.933333333333334,1967,3,13,1,Friday
14.0,1967,4,17,2,Sunday
14.066666666666666,1967,5,22,2,Wednesday
14.133333333333333,1967,6,26,2,Friday
14.2,1967,7,31,3,Monday
14.266666666666667,1967,8,35,3,Thursday
14.333333333333334,1967,9,39,3,Saturday
14.4,1967,10,44,4,Tuesday
14.466666666666667,1967,11,48,4,Thursday
14.533333333333333,1967,12,52,4,Sunday
14.6,1968,1,5,1,Wednesday
14.6,1968,2,9,1,Thursday
14.6,1968,3,13,1,Sunday
14.6,1968,4,18,2,Tuesday
14.6,1968,5,22,2,Friday
14.6,1968,6,26,2,Sunday
14.6,1968,7,31,3,Wednesday
14.6,1968,8,35,3,Saturday
14.6,1968,9,40,3,Monday
14.6,1968,10,44,4,Thursday
14.6,1968,11,48,4,Saturday
14.6,1968,12,1,4,Tuesday
14.6,1969,1,5,1,Friday
14.708333333333332,1969,2,9,1,Friday
14.816666666666666,1969,3,14,1,Monday
14.925,1969,4,18,2,Wednesday
15.033333333333333,1969,5,22,2,Saturday
15.141666666666666,1969,6,27,2,Monday
15.25,1969,7,31,3,Thursday
15.358333333333334,1969,8,35,3,Sunday
15.466666666666667,1969,9,40,3,Tuesday
15.575,1969,10,44,4,Friday
15.683333333333334,1969,11,48,4,Sunday
15.791666666666668,1969,12,1,4,Wednesday
15.9,1970,1,5,1,Saturday
15.925,1970,2,9,1,Saturday
15.95,1970,3,14,1,Tuesday
15.975,1970,4,18,2,Thursday
16.0,1970,5,22,2,Sunday
16.025,1970,6,27,2,Tuesday
16.05,1970,7,31,3,Friday
16.075,1970,8,36,3,Monday
16.1,1970,9,40,3,Wednesday
16.125,1970,10,44,4,Saturday
16.15,1970,11,49,4,Monday
16.175,1970,12,53,4,Thursday
16.2,1971,1,4,1,Sunday
16.28333333333333,1971,2,8,1,Sunday
16.366666666666667,1971,3,13,1,Wednesday
16.45,1971,4,17,2,Friday
16.53333333333333,1971,5,22,2,Monday
16.616666666666667,1971,6,26,2,Wednesday
16.7,1971,7,30,3,Saturday
16.78333333333333,1971,8,35,3,Tuesday
16.866666666666667,1971,9,39,3,Thursday
16.95,1971,10,43,4,Sunday
17.03333333333333,1971,11,48,4,Tuesday
17.116666666666667,1971,12,52,4,Friday
17.2,1972,1,5,1,Monday
17.183333333333334,1972,2,9,1,Tuesday
17.166666666666664,1972,3,13,1,Friday
17.15,1972,4,17,2,Sunday
17.133333333333333,1972,5,22,2,Wednesday
17.116666666666667,1972,6,26,2,Friday
17.1,1972,7,31,3,Monday
17.083333333333332,1972,8,35,3,Thursday
17.066666666666666,1972,9,39,3,Saturday
17.05,1972,10,44,4,Tuesday
17.03333333333333,1972,11,48,4,Thursday
17.016666666666666,1972,12,52,4,Sunday
17.0,1973,1,5,1,Wednesday
17.008333333333333,1973,2,9,1,Wednesday
17.016666666666666,1973,3,13,1,Saturday
17.025,1973,4,18,2,Monday
17.033333333333335,1973,5,22,2,Thursday
17.041666666666668,1973,6,26,2,Saturday
17.05,1973,7,31,3,Tuesday
17.058333333333334,1973,8,35,3,Friday
17.066666666666666,1973,9,39,3,Sunday
17.075000000000003,1973,10,44,4,Wednesday
17.083333333333336,1973,11,48,4,Friday
17.09166666666667,1973,12,1,4,Monday
17.1,1974,1,5,1,Thursday
17.108333333333334,1974,2,9,1,Thursday
17.116666666666667,1974,3,13,1,Sunday
17.125,1974,4,18,2,Tuesday
17.133333333333333,1974,5,22,2,Friday
17.141666666666666,1974,6,26,2,Sunday
17.15,1974,7,31,3,Wednesday
17.158333333333335,1974,8,35,3,Saturday
17.166666666666668,1974,9,40,3,Monday
17.175,1974,10,44,4,Thursday
17.183333333333334,1974,11,48,4,Saturday
17.191666666666666,1974,12,1,4,Tuesday
17.2,1975,1,5,1,Friday
17.183333333333334,1975,2,9,1,Friday
17.166666666666664,1975,3,14,1,Monday
17.15,1975,4,18,2,Wednesday
17.133333333333333,1975,5,22,2,Saturday
17.116666666666667,1975,6,27,2,Monday
17.1,1975,7,31,3,Thursday
17.083333333333332,1975,8,35,3,Sunday
17.066666666666666,1975,9,40,3,Tuesday
17.05,1975,10,44,4,Friday
17.03333333333333,1975,11,48,4,Sunday
17.016666666666666,1975,12,1,4,Wednesday
17.0,1976,1,5,1,Saturday
17.016666666666666,1976,2,9,1,Sunday
17.03333333333333,1976,3,14,1,Wednesday
17.05,1976,4,18,2,Friday
17.066666666666666,1976,5,23,2,Monday
17.083333333333332,1976,6,27,2,Wednesday
17.1,1976,7,31,3,Saturday
17.116666666666667,1976,8,36,3,Tuesday
17.133333333333333,1976,9,40,3,Thursday
17.15,1976,10,44,4,Sunday
17.166666666666664,1976,11,49,4,Tuesday
17.183333333333334,1976,12,53,4,Friday
17.2,1977,1,5,1,Monday
17.208333333333332,1977,2,9,1,Monday
17.216666666666665,1977,3,13,1,Thursday
17.225,1977,4,17,2,Saturday
17.233333333333334,1977,5,22,2,Tuesday
17.241666666666667,1977,6,26,2,Thursday
17.25,1977,7,30,3,Sunday
17.258333333333333,1977,8,35,3,Wednesday
17.266666666666666,1977,9,39,3,Friday
17.275,1977,10,44,4,Monday
17.283333333333335,1977,11,48,4,Wednesday
17.291666666666668,1977,12,52,4,Saturday
17.3,1978,1,5,1,Tuesday
17.375,1978,2,9,1,Tuesday
17.45,1978,3,13,1,Friday
17.525,1978,4,17,2,Sunday
17.6,1978,5,22,2,Wednesday
17.675,1978,6,26,2,Friday
17.75,1978,7,31,3,Monday
17.825,1978,8,35,3,Thursday
17.9,1978,9,39,3,Saturday
17.975,1978,10,44,4,Tuesday
18.05,1978,11,48,4,Thursday
18.125,1978,12,52,4,Sunday
18.2,1979,1,5,1,Wednesday
18.191666666666666,1979,2,9,1,Wednesday
18.183333333333334,1979,3,13,1,Saturday
18.175,1979,4,18,2,Monday
18.166666666666668,1979,5,22,2,Thursday
18.158333333333335,1979,6,26,2,Saturday
18.15,1979,7,31,3,Tuesday
18.141666666666666,1979,8,35,3,Friday
18.133333333333333,1979,9,39,3,Sunday
18.125,1979,10,44,4,Wednesday
18.116666666666667,1979,11,48,4,Friday
18.108333333333334,1979,12,1,4,Monday
18.1,1980,1,5,1,Thursday
18.033333333333335,1980,2,9,1,Friday
17.96666666666667,1980,3,14,1,Monday
17.900000000000002,1980,4,18,2,Wednesday
17.833333333333336,1980,5,22,2,Saturday
17.76666666666667,1980,6,27,2,Monday
17.700000000000003,1980,7,31,3,Thursday
17.633333333333333,1980,8,35,3,Sunday
17.566666666666666,1980,9,40,3,Tuesday
17.5,1980,10,44,4,Friday
17.433333333333334,1980,11,48,4,Sunday
17.366666666666667,1980,12,1,4,Wednesday
17.3,1981,1,5,1,Saturday
17.241666666666667,1981,2,9,1,Saturday
17.183333333333334,1981,3,14,1,Tuesday
17.125,1981,4,18,2,Thursday
17.066666666666666,1981,5,22,2,Sunday
17.008333333333333,1981,6,27,2,Tuesday
16.950000000000003,1981,7,31,3,Friday
16.89166666666667,1981,8,36,3,Monday
16.833333333333336,1981,9,40,3,Wednesday
16.775000000000002,1981,10,44,4,Saturday
16.71666666666667,1981,11,49,4,Monday
16.658333333333335,1981,12,53,4,Thursday
16.6,1982,1,4,1,Sunday
16.566666666666666,1982,2,8,1,Sunday
16.533333333333335,1982,3,13,1,Wednesday
16.5,1982,4,17,2,Friday
16.46666666666667,1982,5,22,2,Monday
16.433333333333334,1982,6,26,2,Wednesday
16.4,1982,7,30,3,Saturday
16.366666666666667,1982,8,35,3,Tuesday
16.333333333333332,1982,9,39,3,Thursday
16.3,1982,10,43,4,Sunday
16.266666666666666,1982,11,48,4,Tuesday
16.233333333333334,1982,12,52,4,Friday
16.2,1983,1,5,1,Monday
16.233333333333334,1983,2,9,1,Monday
16.266666666666666,1983,3,13,1,Thursday
16.3,1983,4,17,2,Saturday
16.333333333333332,1983,5,22,2,Tuesday
16.366666666666667,1983,6,26,2,Thursday
16.4,1983,7,30,3,Sunday
16.433333333333334,1983,8,35,3,Wednesday
16.46666666666667,1983,9,39,3,Friday
16.5,1983,10,44,4,Monday
16.533333333333335,1983,11,48,4,Wednesday
16.566666666666666,1983,12,52,4,Saturday
16.6,1984,1,5,1,Tuesday
16.575000000000003,1984,2,9,1,Wednesday
16.55,1984,3,13,1,Saturday
16.525000000000002,1984,4,18,2,Monday
16.5,1984,5,22,2,Thursday
16.475,1984,6,26,2,Saturday
16.450000000000003,1984,7,31,3,Tuesday
16.425,1984,8,35,3,Friday
16.400000000000002,1984,9,39,3,Sunday
16.375,1984,10,44,4,Wednesday
16.35,1984,11,48,4,Friday
16.325,1984,12,1,4,Monday
16.3,1985,1,5,1,Thursday
16.233333333333334,1985,2,9,1,Thursday
16.166666666666668,1985,3,13,1,Sunday
16.1,1985,4,18,2,Tuesday
16.033333333333335,1985,5,22,2,Friday
15.966666666666667,1985,6,26,2,Sunday
15.9,1985,7,31,3,Wednesday
15.833333333333334,1985,8,35,3,Saturday
15.766666666666667,1985,9,40,3,Monday
15.7,1985,10,44,4,Thursday
15.633333333333333,1985,11,48,4,Saturday
15.566666666666666,1985,12,1,4,Tuesday
15.5,1986,1,5,1,Friday
15.558333333333334,1986,2,9,1,Friday
15.616666666666667,1986,3,14,1,Monday
15.675,1986,4,18,2,Wednesday
15.733333333333333,1986,5,22,2,Saturday
15.791666666666666,1986,6,27,2,Monday
15.85,1986,7,31,3,Thursday
15.908333333333333,1986,8,35,3,Sunday
15.966666666666667,1986,9,40,3,Tuesday
16.025,1986,10,44,4,Friday
16.083333333333332,1986,11,48,4,Sunday
16.141666666666666,1986,12,1,4,Wednesday
16.2,1987,1,5,1,Saturday
16.258333333333333,1987,2,9,1,Saturday
16.316666666666666,1987,3,14,1,Tuesday
16.375,1987,4,18,2,Thursday
16.433333333333334,1987,5,22,2,Sunday
16.491666666666667,1987,6,27,2,Tuesday
16.549999999999997,1987,7,31,3,Friday
16.60833333333333,1987,8,36,3,Monday
16.666666666666664,1987,9,40,3,Wednesday
16.724999999999998,1987,10,44,4,Saturday
